axiom,family,module,origin,primary_kernel,shape_class,arith_domain,primitive_steps,peak_bignum_bits,max_nat_literal_digits,note
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L13._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L13,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L14._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L14,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L15._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L15,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L16._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L16,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L17._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L17,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L2._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L2,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L3._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L3,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L4._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L4,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L5._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L5,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L6._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L6,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L7._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L7,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L8._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L8,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L9._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_L9,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R1._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R1,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R10._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R10,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R11._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R11,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R12._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R12,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R13._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R13,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R14._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R14,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R15._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R15,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R16._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R16,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R17._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R17,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R2._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R2,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R3._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R3,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R4._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R4,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R5._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R5,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R6._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R6,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R7._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R7,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R8._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R8,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R9._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_R9,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_inner._native.native_decide.ax_1_1,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottCorC13Certificate,MathExtras.Helfgott.CorC13Certificate.corC13_cert_w14_inner,MathExtras.Helfgott.CorC13Certificate.corC13MarginKernel,bisection-tree,"RatInterval, roundOut 2^48",6144,48,2,interval_bisect depth<= 8 x k=24 Lambda terms; roundOut 2^48
MathExtras.Helfgott.EtaPlusHDerivGridCert.cert._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.EtaPlusHDerivGridCert,MathExtras.Helfgott.EtaPlusHDerivGridCert.cert,MathExtras.Helfgott.EtaPlusHDerivGridCert.check,linear-fold-nat,Nat (10^12 fixed point),200000,,1,"200000 steps, degree-4 poly"
MathExtras.Helfgott.H1Margin.h1Margin_cert._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.H1MarginCertificate,MathExtras.Helfgott.H1Margin.h1Margin_cert,IntervalArith.RatInterval.interval_bisect,bisection-tree,Rat/RatInterval,14,,2,unconditional 2^depth leaf evaluations
MathExtras.Helfgott.MinorArcSwitchCompactInterval.minorArcLemma1121SwitchCorrected_marginSqrt_nonneg_20_25._native.native_decide.ax_1_3,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottMinorArcCompactInterval,MathExtras.Helfgott.MinorArcSwitchCompactInterval.minorArcLemma1121SwitchCorrected_marginSqrt_nonneg_20_25,IntervalArith.RatInterval.interval_bisect,bisection-tree,Rat/RatInterval,25,,2,unconditional 2^depth leaf evaluations
MathExtras.Helfgott.MinorArcSwitchCompactInterval.minorArcLemma1121SwitchCorrected_marginSqrt_nonneg_25_30._native.native_decide.ax_1_3,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottMinorArcCompactInterval,MathExtras.Helfgott.MinorArcSwitchCompactInterval.minorArcLemma1121SwitchCorrected_marginSqrt_nonneg_25_30,IntervalArith.RatInterval.interval_bisect,bisection-tree,Rat/RatInterval,30,,2,unconditional 2^depth leaf evaluations
MathExtras.Helfgott.MinorArcSwitchCompactInterval.minorArcLemma1121SwitchCorrected_marginSqrt_nonneg_30_33._native.native_decide.ax_1_3,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottMinorArcCompactInterval,MathExtras.Helfgott.MinorArcSwitchCompactInterval.minorArcLemma1121SwitchCorrected_marginSqrt_nonneg_30_33,IntervalArith.RatInterval.interval_bisect,bisection-tree,Rat/RatInterval,33,,2,unconditional 2^depth leaf evaluations
MathExtras.Helfgott.MinorArcSwitchCompactInterval.minorArcLemma1121SwitchCorrected_marginSqrt_nonneg_first_20._native.native_decide.ax_1_3,MathExtras.NumberTheory.Vinogradov,MathExtras.NumberTheory.Vinogradov.HelfgottMinorArcCompactInterval,MathExtras.Helfgott.MinorArcSwitchCompactInterval.minorArcLemma1121SwitchCorrected_marginSqrt_nonneg_first_20,IntervalArith.RatInterval.interval_bisect,bisection-tree,Rat/RatInterval,1571,,4,unconditional 2^depth leaf evaluations
MathExtras.Helfgott.MinorArcsStart.G2Large.mixedDHeadQ_cert._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413Lemma42G2LargeMixedProducts,MathExtras.Helfgott.MinorArcsStart.G2Large.mixedDHeadQ_cert,(named constants only),fixed-expression,Rat/RatInterval,1,,2,constant-depth comparison of named constants
MathExtras.Helfgott.MinorArcsStart.G2Large.mixedWeakHHeadQ_cert._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413Lemma42G2LargeMixedProducts,MathExtras.Helfgott.MinorArcsStart.G2Large.mixedWeakHHeadQ_cert,(named constants only),fixed-expression,Rat/RatInterval,1,,2,constant-depth comparison of named constants
MathExtras.Helfgott.MinorArcsStart.G2Large.weakCombinedHeadQ_cert._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413Lemma42G2WeakProducts,MathExtras.Helfgott.MinorArcsStart.G2Large.weakCombinedHeadQ_cert,(named constants only),fixed-expression,Rat/RatInterval,1,,3,constant-depth comparison of named constants
MathExtras.Helfgott.MinorArcsStart.headFoldA_two_cert._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413HeadMassCert,MathExtras.Helfgott.MinorArcsStart.headFoldA_two_cert,(named constants only),fixed-expression,Rat/RatInterval,1,,8,constant-depth comparison of named constants
MathExtras.Helfgott.MinorArcsStart.mainFold_two_cert._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413MainTermCert,MathExtras.Helfgott.MinorArcsStart.mainFold_two_cert,(named constants only),fixed-expression,Rat/RatInterval,1,,8,constant-depth comparison of named constants
MathExtras.Helfgott.MinorArcsStart.section413G2SmallCertificate_native._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413G2SmallNative,MathExtras.Helfgott.MinorArcsStart.section413G2SmallCertificate_native,(named constants only),fixed-expression,Rat/RatInterval,1,,2,constant-depth comparison of named constants
MathExtras.Helfgott.MinorArcsStart.section413LowQ64PointwiseCertificate_holds._native.native_decide.ax_1_3,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413CorrectedLowQFiniteCert,MathExtras.Helfgott.MinorArcsStart.section413LowQ64PointwiseCertificate_holds,(named constants only),fixed-expression,Rat/RatInterval,1,,2,constant-depth comparison of named constants
MathExtras.Helfgott.MinorArcsStart.section413LowQCoupledTailBudgetData_holds._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413CorrectedLowQFiniteCert,MathExtras.Helfgott.MinorArcsStart.section413LowQCoupledTailBudgetData_holds,(named constants only),fixed-expression,Rat/RatInterval,1,,2,constant-depth comparison of named constants
MathExtras.Helfgott.MinorArcsStart.section413LowQCoupledUnitBudgetData_holds._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413CorrectedLowQFiniteCert,MathExtras.Helfgott.MinorArcsStart.section413LowQCoupledUnitBudgetData_holds,(named constants only),fixed-expression,Rat/RatInterval,1,,2,constant-depth comparison of named constants
MathExtras.Helfgott.MinorArcsStart.section413LowQRawDerivativeData_holds._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413CorrectedLowQFiniteCert,MathExtras.Helfgott.MinorArcsStart.section413LowQRawDerivativeData_holds,(named constants only),fixed-expression,Rat/RatInterval,1,,1,constant-depth comparison of named constants
MathExtras.Helfgott.MinorArcsStart.section413LowQRawDerivativeData_holds._native.native_decide.ax_1_2,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413CorrectedLowQFiniteCert,MathExtras.Helfgott.MinorArcsStart.section413LowQRawDerivativeData_holds,(named constants only),fixed-expression,Rat/RatInterval,1,,2,constant-depth comparison of named constants
MathExtras.Helfgott.MinorArcsStart.section413LowQRawDerivativeData_holds._native.native_decide.ax_1_3,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413CorrectedLowQFiniteCert,MathExtras.Helfgott.MinorArcsStart.section413LowQRawDerivativeData_holds,(named constants only),fixed-expression,Rat/RatInterval,1,,2,constant-depth comparison of named constants
MathExtras.Helfgott.MinorArcsStart.section413LowQRawDerivativeData_holds._native.native_decide.ax_1_4,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413CorrectedLowQFiniteCert,MathExtras.Helfgott.MinorArcsStart.section413LowQRawDerivativeData_holds,(named constants only),fixed-expression,Rat/RatInterval,1,,2,constant-depth comparison of named constants
MathExtras.Helfgott.MinorArcsStart.section413Window431BothFixedCertificate_native._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section413FixedWindowNative,MathExtras.Helfgott.MinorArcsStart.section413Window431BothFixedCertificate_native,(named constants only),fixed-expression,Rat/RatInterval,1,,0,constant-depth comparison of named constants
MathExtras.Helfgott.MinorSection51Pieces.bandESigmaRatioMargin_root_certificate._native.native_decide.ax_1_1,MathExtras.NumberTheory.Helfgott,MathExtras.NumberTheory.Helfgott.Section53Corrected4ThrBandEndpointGMTight,MathExtras.Helfgott.MinorSection51Pieces.bandESigmaRatioMargin_root_certificate,(named constants only),fixed-expression,Rat/RatInterval,1,,1,constant-depth comparison of named constants
